KrakenDB,NCBI_Parent
1000010654,1527523
1000010655,1383052
1000010656,1383052
1000010657,1382995
1000010658,1382995
1000010659,1382932
1000010660,1382932
1000010661,1383054
1000010662,1383054
1000010663,1546178
1000010664,1546178
1000010665,1383055
1000010666,1383055
1000010667,1383059
1000010668,1383059
1000010669,1445557
1000010670,1445557
1000010671,1384461
1000010672,1384461
1000010673,1383057
1000010674,1383057
1000010675,1406780
1000010676,1406780
1000010677,1383056
1000010678,1383056
1000010679,1454026
1000010680,1454026
1000010681,1384631
1000010682,1384631
1000010683,1384490
1000010684,1384490
1000010685,1519387
1000010686,1519387
1000010687,1385427
1000010688,1385427
1000010689,1384632
1000010690,1384632
1000010691,1385385
1000010692,1385385
1000010693,1385658
1000010694,1385658
1000010695,1486469
1000010696,1486469
1000010697,1387160
1000010698,1387160
1000010699,1387160
1000010700,1388882
1000010701,1388882
1000010702,1388882
1000010703,1388882
1000010704,1388882
1000010705,1388882
1000010706,1388882
1000010707,1388882
1000010708,1388882
1000010709,1388882
1000010710,1388882
1000010711,1387301
1000010712,1387301
1000010713,1387301
1000010714,1389204
1000010715,1389204
1000010716,1406783
1000010717,1406783
1000010718,1391026
1000010719,1391026
1000010720,1434319
1000010721,1434319
1000010722,1391025
1000010723,1391025
1000010724,1396815
1000010725,1396815
1000010726,1396815
1000010727,1391027
1000010728,1391027
1000010729,1468172
1000010730,1468172
1000010731,1391038
1000010732,1391038
1000010733,1391223
1000010734,1391223
1000010735,1391031
1000010736,1391031
1000010737,1391037
1000010738,1391037
1000010739,1547219
1000010740,1547219
1000010741,1391181
1000010742,1391181
1000010743,1391180
1000010744,1391180
1000010745,1394033
1000010746,1394033
1000010747,1391179
1000010748,1391179
1000010749,1519391
1000010750,1519391
1000010751,1391190
1000010752,1391190
1000010753,1391188
1000010754,1391188
1000010755,1391224
1000010756,1391224
1000010757,1429905
1000010758,1429905
1000010759,1391430
1000010760,1391430
1000010761,1391429
1000010762,1391429
1000010763,1391431
1000010764,1391431
1000010765,1391428
1000010766,1391428
1000010767,1397670
1000010768,1397670
1000010769,1391432
1000010770,1391432
1000010771,1391433
1000010772,1391433
1000010773,1454028
1000010774,1454028
1000010775,1391455
1000010776,1391455
1000010777,1498220
1000010778,1498220
1000010779,1391456
1000010780,1391456
1000010781,1391659
1000010782,1391659
1000010783,1405807
1000010784,1405807
1000010785,1405807
1000010786,1405807
1000010787,1459800
1000010788,1459800
1000010789,1403565
1000010790,1403565
1000010791,1430441
1000010792,1430441
1000010793,1406134
1000010794,1406134
1000010795,1406134
1000010796,1406134
1000010797,1406781
1000010798,1406781
1000010799,1406786
1000010800,1406786
1000010801,1500735
1000010802,1500735
1000010803,1406789
1000010804,1406789
1000010805,1481139
1000010806,1481139
1000010807,1406785
1000010808,1406785
1000010809,1406790
1000010810,1406790
1000010811,1406791
1000010812,1406791
1000010813,1472342
1000010814,1472342
1000010815,1406792
1000010816,1406792
1000010817,1548906
1000010818,1548906
1000010819,1406793
1000010820,1406793
1000010821,1406794
1000010822,1406794
1000010823,1406795
1000010824,1406795
1000010825,1500734
1000010826,1500734
1000010827,1445714
1000010828,1445714
1000010829,1406816
1000010830,1406816
1000010831,1548905
1000010832,1548905
1000010833,1406974
1000010834,1406974
1000010835,1407493
1000010836,1407493
1000010837,1454041
1000010838,1454041
1000010839,1407608
1000010840,1407608
1000010841,1651196
1000010842,1651196
1000010843,1407058
1000010844,1407058
1000010845,1407057
1000010846,1407057
1000010847,1608120
1000010848,1608120
1000010849,1608120
1000010850,1408129
1000010851,1408129
1000010852,1408133
1000010853,1408133
1000010854,1408257
1000010855,1408257
1000010856,1461743
1000010857,1461743
1000010858,1408137
1000010859,1408137
1000010860,1408137
1000010861,1408137
1000010862,1408137
1000010863,1408137
1000010864,1408137
1000010865,1408137
1000010866,1408137
1000010867,1408137
1000010868,1408137
1000010869,1454227
1000010870,1454227
1000010871,1408258
1000010872,1408258
1000010873,1445726
1000010874,1445726
1000010875,1408144
1000010876,1408144
1000010877,1519399
1000010878,1519399
1000010879,1408894
1000010880,1408894
1000010881,1408894
1000010882,1408895
1000010883,1408895
1000010884,1408895
1000010885,1410467
1000010886,1410467
1000010887,1486473
1000010888,1486473
1000010889,1410331
1000010890,1410331
1000010891,1411095
1000010892,1411095
1000010893,1411681
1000010894,1411681
1000010895,1411681
1000010896,1445728
1000010897,1445728
1000010898,1411887
1000010899,1411887
1000010900,1411991
1000010901,1411991
1000010902,1414644
1000010903,1414644
1000010904,1548718
1000010905,1548718
1000010906,1412875
1000010907,1412875
1000010908,1431395
1000010909,1431395
1000010910,1414655
1000010911,1414655
1000010912,1414655
1000010913,1414655
1000010914,1414671
1000010915,1414671
1000010916,1500756
1000010917,1500756
1000010918,1414736
1000010919,1414736
1000010920,1414737
1000010921,1414737
1000010922,1486472
1000010923,1486472
1000010924,1527524
1000010925,1527524
1000010926,1414742
1000010927,1414742
1000010928,1414738
1000010929,1414738
1000010930,1414739
1000010931,1414739
1000010932,1414766
1000010933,1414766
1000010934,1414748
1000010935,1414748
1000010936,1486657
1000010937,1486657
1000010938,1415145
1000010939,1415145
1000010940,1471542
1000010941,1471542
1000010942,1414747
1000010943,1414747
1000010944,1415146
1000010945,1415146
1000010946,1415147
1000010947,1415147
1000010948,1415148
1000010949,1415148
1000010950,1415665
1000010951,1415665
1000010952,1415665
1000010953,1430411
1000010954,1430411
1000010955,1416012
1000010956,1416012
1000010957,1445729
1000010958,1445729
1000010959,1416021
1000010960,1416021
1000010961,1548918
1000010962,1548918
1000010963,1416026
1000010964,1416026
1000010965,1415627
1000010966,1415627
1000010967,1415628
1000010968,1415628
1000010969,1500757
1000010970,1500757
1000010971,1416028
1000010972,1416028
1000010973,1416011
1000010974,1416011
1000010975,1416009
1000010976,1416009
1000010977,1416030
1000010978,1416030
1000010979,1445809
1000010980,1445809
1000010981,1416031
1000010982,1416031
1000010983,1416334
1000010984,1416334
1000010985,1455075
1000010986,1455075
1000010987,1416349
1000010988,1416349
1000010989,1486659
1000010990,1486659
1000010991,1416032
1000010992,1416032
1000010993,1519393
1000010994,1519393
1000010995,1416631
1000010996,1416631
1000010997,1416741
1000010998,1416741
1000010999,1416745
1000011000,1416745
1000011001,1416745
1000011002,1416745
1000011003,1417599
1000011004,1417599
1000011005,1589752
1000011006,1589752
1000011007,1417304
1000011008,1417304
1000011009,1418029
1000011010,1418029
1000011011,1500800
1000011012,1500800
1000011013,1417756
1000011014,1417756
1000011015,1561171
1000011016,1561171
1000011017,1419711
1000011018,1419711
1000011019,1455074
1000011020,1455074
1000011021,1420545
1000011022,1420545
1000011023,1419327
1000011024,1419327
1000011025,1547495
1000011026,1547495
1000011027,1420600
1000011028,1420600
1000011029,1421055
1000011030,1421055
1000011031,1423347
1000011032,1423347
1000011033,1423421
1000011034,1423421
1000011035,1519400
1000011036,1519400
1000011037,1424279
1000011038,1424279
1000011039,1424280
1000011040,1424280
1000011041,1421067
1000011042,1421067
1000011043,1445715
1000011044,1445715
1000011045,1425362
1000011046,1425362
1000011047,1425364
1000011048,1425364
1000011049,1425364
1000011050,1804157
1000011051,1804157
1000011052,1425363
1000011053,1425363
1000011054,1427156
1000011055,1427156
1000011056,1430444
1000011057,1430444
1000011058,1527525
1000011059,1527525
1000011060,1432135
1000011061,1432135
1000011062,1432135
1000011063,1432565
1000011064,1432565
1000011065,1432563
1000011066,1432563
1000011067,1455076
1000011068,1455076
1000011069,1432658
1000011070,1432658
1000011071,1548917
1000011072,1548917
1000011073,1432428
1000011074,1432428
1000011075,1434070
1000011076,1434070
1000011077,1519402
1000011078,1519402
1000011079,1432856
1000011080,1432856
1000011081,1432848
1000011082,1432848
1000011083,1618259
1000011084,1618259
1000011085,1434127
1000011086,1434127
1000011087,1481187
1000011088,1481187
1000011089,1432847
1000011090,1432847
1000011091,1434720
1000011092,1434720
1000011093,1511919
1000011094,1511919
1000011095,1434323
1000011096,1434323
1000011097,1434782
1000011098,1434782
1000011099,1434987
1000011100,1434987
1000011101,1435008
1000011102,1435008
1000011103,1519401
1000011104,1519401
1000011105,1435411
1000011106,1435411
1000011107,1435446
1000011108,1435446
1000011109,1455651
1000011110,1455651
1000011111,1435450
1000011112,1435450
1000011113,1436889
1000011114,1436889
1000011115,1546257
1000011116,1546257
1000011117,1436892
1000011118,1436892
1000011119,1436892
1000011120,1436892
1000011121,1436892
1000011122,1436892
1000011123,1436892
1000011124,1436892
1000011125,1436892
1000011126,1548900
1000011127,1548900
1000011128,1445810
1000011129,1445810
1000011130,1453404
1000011131,1453404
1000011132,1453404
1000011133,1453404
1000011134,1445811
1000011135,1445811
1000011136,1445727
1000011137,1445727
1000011138,1445858
1000011139,1445858
1000011140,1500798
1000011141,1500798
1000011142,1445859
1000011143,1445859
1000011144,1445860
1000011145,1445860
1000011146,1446489
1000011147,1446489
1000011148,1446490
1000011149,1446490
1000011150,1448274
1000011151,1448274
1000011152,1519404
1000011153,1519404
1000011154,1448276
1000011155,1448276
1000011156,1472425
1000011157,1472425
1000011158,1441796
1000011159,1441796
1000011160,1449437
1000011161,1449437
1000011162,1548912
1000011163,1548912
1000011164,1449897
1000011165,1449897
1000011166,1449896
1000011167,1449896
1000011168,1481453
1000011169,1481453
1000011170,1441799
1000011171,1441799
1000011172,1655662
1000011173,1655662
1000011174,1450169
1000011175,1450169
1000011176,1450142
1000011177,1450142
1000011178,1446492
1000011179,1446492
1000011180,1448273
1000011181,1448273
1000011182,1453367
1000011183,1453367
1000011184,1451050
1000011185,1451050
1000011186,1486658
1000011187,1486658
1000011188,1452514
1000011189,1452514
1000011190,1548901
1000011191,1548901
1000011192,1511914
1000011193,1511914
1000011194,1455652
1000011195,1455652
1000011196,1519407
1000011197,1519407
1000011198,1455653
1000011199,1455653
1000011200,1572746
1000011201,1572746
1000011202,1454027
1000011203,1454027
1000011204,1455654
1000011205,1455654
1000011206,1456752
1000011207,1456752
1000011208,1454029
1000011209,1454029
1000011210,1454030
1000011211,1454030
1000011212,1457165
1000011213,1457165
1000011214,1549864
1000011215,1549864
1000011216,1549864
1000011217,1549864
1000011218,1549864
1000011219,1549864
1000011220,1549864
1000011221,1549864
1000011222,1549864
1000011223,1549864
1000011224,1549864
1000011225,1457322
1000011226,1457322
1000011227,1457322
1000011228,1457322
1000011229,1486660
1000011230,1486660
1000011231,1457166
1000011232,1457166
1000011233,1457166
1000011234,1457166
1000011235,1519405
1000011236,1519405
1000011237,1458187
1000011238,1458187
1000011239,1457386
1000011240,1457386
1000011241,1457386
1000011242,1457386
1000011243,1458459
1000011244,1458459
1000011245,1458458
1000011246,1458458
1000011247,1461792
1000011248,1461792
1000011249,1458669
1000011250,1458669
1000011251,1458670
1000011252,1458670
1000011253,1458697
1000011254,1458697
1000011255,1458710
1000011256,1458710
1000011257,1458706
1000011258,1458706
1000011259,1550518
1000011260,1550518
1000011261,1472911
1000011262,1472911
1000011263,1458711
1000011264,1458711
1000011265,1458714
1000011266,1458714
1000011267,1500799
1000011268,1500799
1000011269,1458715
1000011270,1458715
1000011271,1547577
1000011272,1547577
1000011273,1592122
1000011274,1592122
1000011275,1458717
1000011276,1458717
1000011277,1458716
1000011278,1458716
1000011279,1458726
1000011280,1458726
1000011281,1815510
1000011282,1815510
1000011283,1566298
1000011284,1566298
1000011285,1458724
1000011286,1458724
1000011287,1458725
1000011288,1458725
1000011289,1752027
1000011290,1752027
1000011291,1458831
1000011292,1458831
1000011293,1458841
1000011294,1458841
1000011295,1589751
1000011296,1589751
1000011297,1519788
1000011298,1519788
1000011299,1458846
1000011300,1458846
1000011301,1458842
1000011302,1458842
1000011303,1458843
1000011304,1458843
1000011305,1560514
1000011306,1560514
1000011307,1590836
1000011308,1590836
1000011309,1590836
1000011310,1590836
1000011311,1458848
1000011312,1458848
1000011313,1458849
1000011314,1458849
1000011315,1511907
1000011316,1511907
1000011317,1458851
1000011318,1458851
1000011319,1458851
1000011320,1458851
1000011321,1458852
1000011322,1458852
1000011323,1458853
1000011324,1458853
1000011325,1458856
1000011326,1458856
1000011327,1566307
1000011328,1566307
1000011329,1458860
1000011330,1458860
1000011331,1458859
1000011332,1458859
1000011333,1500802
1000011334,1500802
1000011335,1458861
1000011336,1458861
1000011337,1685746
1000011338,1685746
1000011339,1458862
1000011340,1458862
1000011341,1608119
1000011342,1608119
1000011343,1462681
1000011344,1462681
1000011345,1855510
1000011346,1855510
1000011347,1855510
1000011348,1462682
1000011349,1462682
1000011350,1462608
1000011351,1462608
1000011352,1463809
1000011353,1463809
1000011354,1463811
1000011355,1463811
1000011356,1551710
1000011357,1551710
1000011358,1464071
1000011359,1464071
1000011360,1636184
1000011361,1636184
1000011362,1463817
1000011363,1463817
1000011364,1500801
1000011365,1500801
1000011366,1463812
1000011367,1463812
1000011368,1464072
1000011369,1464072
1000011370,1464074
1000011371,1464074
1000011372,1487185
1000011373,1487185
1000011374,1464778
1000011375,1464778
1000011376,1464778
1000011377,1464778
1000011378,1547580
1000011379,1547580
1000011380,1464127
1000011381,1464127
1000011382,1589754
1000011383,1589754
1000011384,1464786
1000011385,1464786
1000011386,1647411
1000011387,1647411
1000011388,1465618
1000011389,1465618
1000011390,1465613
1000011391,1465613
1000011392,1551711
1000011393,1551711
1000011394,1465751
1000011395,1465751
1000011396,1468411
1000011397,1468411
1000011398,1513204
1000011399,1513204
1000011400,1468454
1000011401,1468454
1000011402,1468596
1000011403,1468596
1000011404,1551641
1000011405,1551641
1000011406,1469905
1000011407,1469905
1000011408,1469905
1000011409,1472343
1000011410,1472343
1000011411,1472717
1000011412,1472717
1000011413,1647454
1000011414,1647454
1000011415,1472912
1000011416,1472912
1000011417,1475062
1000011418,1475062
1000011419,1474807
1000011420,1474807
1000011421,1475143
1000011422,1475143
1000011423,1500805
1000011424,1500805
1000011425,1475063
1000011426,1475063
1000011427,1476202
1000011428,1476202
1000011429,1474867
1000011430,1474867
1000011431,1519409
1000011432,1519409
1000011433,1476390
1000011434,1476390
1000011435,1513199
1000011436,1513199
1000011437,1476391
1000011438,1476391
1000011439,1476485
1000011440,1476485
1000011441,1714621
1000011442,1714621
1000011443,1476487
1000011444,1476487
1000011445,1648482
1000011446,1648482
1000011447,1476886
1000011448,1476886
1000011449,1476584
1000011450,1476584
1000011451,1476584
1000011452,1476887
1000011453,1476887
1000011454,1476888
1000011455,1476888
1000011456,1476889
1000011457,1476889
1000011458,1512278
1000011459,1512278
1000011460,1476909
1000011461,1476909
1000011462,1589755
1000011463,1589755
1000011464,1477404
1000011465,1477404
1000011466,1519999
1000011467,1519999
1000011468,1478160
1000011469,1478160
1000011470,1481465
1000011471,1481465
1000011472,1481465
1000011473,1500807
1000011474,1500807
1000011475,1481785
1000011476,1481785
1000011477,1548711
1000011478,1548711
1000011479,1482734
1000011480,1482734
1000011481,1482319
1000011482,1482319
1000011483,1483485
1000011484,1483485
1000011485,1527531
1000011486,1527531
1000011487,1483681
1000011488,1483681
1000011489,1566309
1000011490,1566309
1000011491,1566309
1000011492,1566309
1000011493,1566309
1000011494,1566309
1000011495,1566309
1000011496,1566309
1000011497,1483724
1000011498,1483724
1000011499,1485186
1000011500,1485186
1000011501,1552409
1000011502,1552409
1000011503,1485012
1000011504,1485012
1000011505,1485922
1000011506,1485922
1000011507,1486397
1000011508,1486397
1000011509,1486403
1000011510,1486403
1000011511,1486413
1000011512,1486413
1000011513,1486422
1000011514,1486422
1000011515,1486414
1000011516,1486414
1000011517,1486421
1000011518,1486421
1000011519,1486419
1000011520,1486419
1000011521,1592086
1000011522,1592086
1000011523,1486423
1000011524,1486423
1000011525,1647455
1000011526,1647455
1000011527,1486424
1000011528,1486424
1000011529,1772319
1000011530,1772319
1000011531,1486425
1000011532,1486425
1000011533,1486427
1000011534,1486427
1000011535,1552661
1000011536,1552661
1000011537,1486426
1000011538,1486426
1000011539,1486661
1000011540,1486661
1000011541,1633878
1000011542,1633878
1000011543,1486662
1000011544,1486662
1000011545,1488557
1000011546,1488557
1000011547,1488574
1000011548,1488574
1000011549,1489311
1000011550,1489311
1000011551,1489714
1000011552,1489714
1000011553,1561172
1000011554,1561172
1000011555,1489836
1000011556,1489836
1000011557,1489312
1000011558,1489312
1000011559,1513196
1000011560,1513196
1000011561,1490227
1000011562,1490227
1000011563,1490227
1000011564,1491393
1000011565,1491393
1000011566,1491393
1000011567,1491393
1000011568,1491393
1000011569,1608107
1000011570,1608107
1000011571,1608107
1000011572,1608107
1000011573,1492296
1000011574,1492296
1000011575,1493508
1000011576,1493508
1000011577,1590155
1000011578,1590155
1000011579,1493508
1000011580,1493508
1000011581,1675548
1000011582,1675548
1000011583,1491491
1000011584,1491491
1000011585,1527534
1000011586,1527534
1000011587,1493508
1000011588,1493508
1000011589,1566868
1000011590,1566868
1000011591,1493509
1000011592,1493509
1000011593,1500810
1000011594,1500810
1000011595,1493509
1000011596,1493509
1000011597,1493510
1000011598,1493510
1000011599,1493511
1000011600,1493511
1000011601,1520935
1000011602,1520935
1000011603,1493511
1000011604,1493511
1000011605,1493511
1000011606,1493511
1000011607,1493511
1000011608,1493511
1000011609,1647463
1000011610,1647463
1000011611,1493513
1000011612,1493513
1000011613,1493512
1000011614,1493512
1000011615,1843761
1000011616,1843761
1000011617,1552662
1000011618,1552662
1000011619,1493514
1000011620,1493514
1000011621,1493514
1000011622,1493514
1000011623,1493829
1000011624,1493829
1000011625,1493858
1000011626,1493858
1000011627,1592083
1000011628,1592083
1000011629,1494074
1000011630,1494074
1000011631,1495285
1000011632,1495285
1000011633,1520006
1000011634,1520006
1000011635,1495316
1000011636,1495316
1000011637,1608141
1000011638,1608141
1000011639,1566990
1000011640,1566990
1000011641,1495286
1000011642,1495286
1000011643,1495866
1000011644,1495866
1000011645,1495866
1000011646,1495866
1000011647,1592087
1000011648,1592087
1000011649,1493510
1000011650,1493510
1000011651,1497850
1000011652,1497850
1000011653,1497019
1000011654,1497019
1000011655,1497391
1000011656,1497391
1000011657,1520332
1000011658,1520332
1000011659,1520332
1000011660,1520332
1000011661,1497848
1000011662,1497848
1000011663,1592124
1000011664,1592124
1000011665,1498168
1000011666,1498168
1000011667,1498170
1000011668,1498170
1000011669,1497851
1000011670,1497851
1000011671,1497851
1000011672,1497851
1000011673,1497851
1000011674,1497851
1000011675,1497851
1000011676,1497851
1000011677,1497851
1000011678,1497851
1000011679,1498171
1000011680,1498171
1000011681,1498172
1000011682,1498172
1000011683,1498188
1000011684,1498188
1000011685,1500812
1000011686,1500812
1000011687,1521188
1000011688,1521188
1000011689,1500813
1000011690,1500813
1000011691,1552735
1000011692,1552735
1000011693,1500814
1000011694,1500814
1000011695,1500816
1000011696,1500816
1000011697,1513208
1000011698,1513208
1000011699,1500818
1000011700,1500818
1000011701,1500819
1000011702,1500819
1000011703,1500820
1000011704,1500820
1000011705,1521385
1000011706,1521385
1000011707,1500821
1000011708,1500821
1000011709,1675531
1000011710,1675531
1000011711,1500822
1000011712,1500822
1000011713,1500823
1000011714,1500823
1000011715,1500825
1000011716,1500825
1000011717,1739608
1000011718,1739608
1000011719,1500824
1000011720,1500824
1000011721,1500826
1000011722,1500826
1000011723,1521386
1000011724,1521386
1000011725,1500828
1000011726,1500828
1000011727,1555201
1000011728,1555201
1000011729,1500827
1000011730,1500827
1000011731,1647469
1000011732,1647469
1000011733,1500829
1000011734,1500829
1000011735,1500830
1000011736,1500830
1000011737,1527515
1000011738,1527515
1000011739,1500831
1000011740,1500831
1000011741,1500832
1000011742,1500832
1000011743,1500866
1000011744,1500866
1000011745,1521387
1000011746,1521387
1000011747,1501716
1000011748,1501716
1000011749,1500865
1000011750,1500865
1000011751,1519388
1000011752,1519388
1000011753,1502101
1000011754,1502101
1000011755,1527514
1000011756,1527514
1000011757,1503289
1000011758,1503289
1000011759,1561150
1000011760,1561150
1000011761,1503864
1000011762,1503864
1000011763,1592081
1000011764,1592081
1000011765,1503293
1000011766,1503293
1000011767,1589748
1000011768,1589748
1000011769,1511916
1000011770,1511916
1000011771,1503929
1000011772,1503929
1000011773,1503291
1000011774,1503291
1000011775,1618258
1000011776,1618258
1000011777,1503292
1000011778,1503292
1000011779,1647405
1000011780,1647405
1000011781,1504288
1000011782,1504288
1000011783,1564903
1000011784,1564903
1000011785,1505027
1000011786,1505027
1000011787,1608138
1000011788,1608138
1000011789,1505225
1000011790,1505225
1000011791,1608110
1000011792,1608110
1000011793,1504569
1000011794,1504569
1000011795,1698417
1000011796,1698417
1000011797,1504732
1000011798,1504732
1000011799,1655661
1000011800,1655661
1000011801,1504733
1000011802,1504733
1000011803,1518575
1000011804,1518575
1000011805,1505026
1000011806,1505026
1000011807,1647924
1000011808,1647924
1000011809,1506184
1000011810,1506184
1000011811,1519386
1000011812,1519386
1000011813,1506546
1000011814,1506546
1000011815,1685770
1000011816,1685770
1000011817,1505227
1000011818,1505227
1000011819,1506568
1000011820,1506568
1000011821,1506157
1000011822,1506157
1000011823,1592082
1000011824,1592082
1000011825,1506716
1000011826,1506716
1000011827,1505528
1000011828,1505528
1000011829,1636201
1000011830,1636201
1000011831,1505530
1000011832,1505530
1000011833,1507403
1000011834,1507403
1000011835,1507984
1000011836,1507984
1000011837,1507725
1000011838,1507725
1000011839,1562380
1000011840,1562380
1000011841,1508220
1000011842,1508220
1000011843,1555235
1000011844,1555235
1000011845,1508224
1000011846,1508224
1000011847,1508220
1000011848,1508220
1000011849,1654782
1000011850,1654782
1000011851,1508228
1000011852,1508228
1000011853,1508228
1000011854,1508228
1000011855,1552846
1000011856,1552846
1000011857,1552846
1000011858,1552846
1000011859,1508671
1000011860,1508671
1000011861,1508681
1000011862,1508681
1000011863,1508678
1000011864,1508678
1000011865,1508710
1000011866,1508710
1000011867,1592103
1000011868,1592103
1000011869,1508712
1000011870,1508712
1000011871,1522059
1000011872,1522059
1000011873,1508711
1000011874,1508711
1000011875,1510440
1000011876,1510440
1000011877,1527536
1000011878,1527536
1000011879,1510155
1000011880,1510155
1000011881,1563660
1000011882,1563660
1000011883,1511639
1000011884,1511639
1000011885,1511784
1000011886,1511784
1000011887,1511847
1000011888,1511847
1000011889,1511847
1000011890,1521391
1000011891,1521391
1000011892,1511807
1000011893,1511807
1000011894,1511882
1000011895,1511882
1000011896,1511883
1000011897,1511883
1000011898,1567404
1000011899,1567404
1000011900,1567404
1000011901,1567404
1000011902,1567404
1000011903,1567404
1000011904,1567404
1000011905,1567404
1000011906,1567404
1000011907,1567404
1000011908,1511871
1000011909,1511871
1000011910,1574361
1000011911,1574361
1000011912,1511885
1000011913,1511885
1000011914,1513224
1000011915,1513224
1000011916,1513225
1000011917,1513225
1000011918,1554500
1000011919,1554500
1000011920,1513237
1000011921,1513237
1000011922,1513269
1000011923,1513269
1000011924,1513278
1000011925,1513278
1000011926,1513278
1000011927,1513278
1000011928,1513529
1000011929,1513529
1000011930,1521388
1000011931,1521388
1000011932,1514665
1000011933,1514665
1000011934,1527580
1000011935,1527580
1000011936,1514896
1000011937,1514896
1000011938,1513519
1000011939,1513519
1000011940,1513519
1000011941,1521390
1000011942,1521390
1000011943,1513489
1000011944,1513489
1000011945,1513489
1000011946,1513315
1000011947,1513315
1000011948,1647472
1000011949,1647472
1000011950,1513528
1000011951,1513528
1000011952,1516079
1000011953,1516079
1000011954,1516075
1000011955,1516075
1000011956,1516075
1000011957,1516075
1000011958,1516075
1000011959,1516075
1000011960,1732178
1000011961,1732178
1000011962,1516080
1000011963,1516080
1000011964,1516127
1000011965,1516127
1000011966,1516128
1000011967,1516128
1000011968,1521392
1000011969,1521392
1000011970,1608310
1000011971,1608310
1000011972,1521389
1000011973,1521389
1000011974,1522179
1000011975,1522179
1000011976,1592104
1000011977,1592104
1000011978,1523858
1000011979,1523858
1000011980,1554501
1000011981,1554501
1000011982,1685771
1000011983,1685771
1000011984,1526408
1000011985,1526408
1000011986,1525173
1000011987,1525173
1000011988,1592127
1000011989,1592127
1000011990,1524910
1000011991,1524910
1000011992,1527441
1000011993,1527441
1000011994,1527441
1000011995,1574422
1000011996,1574422
1000011997,1527463
1000011998,1527463
1000011999,1526550
1000012000,1526550
1000012001,1527469
1000012002,1527469
1000012003,1564099
1000012004,1564099
1000012005,1564099
1000012006,1564099
1000012007,1527493
1000012008,1527493
1000012009,1634487
1000012010,1634487
1000012011,1527494
1000012012,1527494
1000012013,1527506
1000012014,1527506
1000012015,1524882
1000012016,1524882
1000012017,1563661
1000012018,1563661
1000012019,1527511
1000012020,1527511
1000012021,1662286
1000012022,1662286
1000012023,1527512
1000012024,1527512
1000012025,1527513
1000012026,1527513
1000012027,1527535
1000012028,1527535
1000012029,1527516
1000012030,1527516
1000012031,1608323
1000012032,1608323
1000012033,1527692
1000012034,1527692
1000012035,1555238
1000012036,1555238
1000012037,1527693
1000012038,1527693
1000012039,1527770
1000012040,1527770
1000012041,1592110
1000012042,1592110
1000012043,1527771
1000012044,1527771
1000012045,1529056
1000012046,1529056
1000012047,1529058
1000012048,1529058
1000012049,1529392
1000012050,1529392
1000012051,1701842
1000012052,1701842
1000012053,1524881
1000012054,1524881
1000012055,1637496
1000012056,1637496
1000012057,1637496
1000012058,1637496
1000012059,1637496
1000012060,1637496
1000012061,1637496
1000012062,1637496
1000012063,1637496
1000012064,1637496
1000012065,1637496
1000012066,1637496
1000012067,1529605
1000012068,1529605
1000012069,1529605
1000012070,1529605
1000012071,1529605
1000012072,1529605
1000012073,1529909
1000012074,1529909
1000012075,1574362
1000012076,1574362
1000012077,1529918
1000012078,1529918
1000012079,1529924
1000012080,1529924
1000012081,1755753
1000012082,1755753
1000012083,1530085
1000012084,1530085
1000012085,1530454
1000012086,1530454
1000012087,1530093
1000012088,1530093
1000012089,1675607
1000012090,1675607
1000012091,1530400
1000012092,1530400
1000012093,1564115
1000012094,1564115
1000012095,1531287
1000012096,1531287
1000012097,1531287
1000012098,1531287
1000012099,1532031
1000012100,1532031
1000012101,1592109
1000012102,1592109
1000012103,1532882
1000012104,1532882
1000012105,1532882
1000012106,1534544
1000012107,1534544
1000012108,1636204
1000012109,1636204
1000012110,1532180
1000012111,1532180
1000012112,1534545
1000012113,1534545
1000012114,1556289
1000012115,1556289
1000012116,1534546
1000012117,1534546
1000012118,1776177
1000012119,1776177
1000012120,1534547
1000012121,1534547
1000012122,1535266
1000012123,1535266
1000012124,1535247
1000012125,1535247
1000012126,1535290
1000012127,1535290
1000012128,1577137
1000012129,1577137
1000012130,1535802
1000012131,1535802
1000012132,1535802
1000012133,1535291
1000012134,1535291
1000012135,1636202
1000012136,1636202
1000012137,1536592
1000012138,1536592
1000012139,1536603
1000012140,1536603
1000012141,1592111
1000012142,1592111
1000012143,1536605
1000012144,1536605
1000012145,1557033
1000012146,1557033
1000012147,1536611
1000012148,1536611
1000012149,1537091
1000012150,1537091
1000012151,1537975
1000012152,1537975
1000012153,1536597
1000012154,1536597
1000012155,1536596
1000012156,1536596
1000012157,1862824
1000012158,1862824
1000012159,1536604
1000012160,1536604
1000012161,1592125
1000012162,1592125
1000012163,1538101
1000012164,1538101
1000012165,1636249
1000012166,1636249
1000012167,1536598
1000012168,1536598
1000012169,1538364
1000012170,1538364
1000012171,1538549
1000012172,1538549
1000012173,1538550
1000012174,1538550
1000012175,1564096
1000012176,1564096
1000012177,1538804
1000012178,1538804
1000012179,1592114
1000012180,1592114
1000012181,1540090
1000012182,1540090
1000012183,1538452
1000012184,1538452
1000012185,1608440
1000012186,1608440
1000012187,1538454
1000012188,1538454
1000012189,1538454
1000012190,1538454
1000012191,1577997
1000012192,1577997
1000012193,1647473
1000012194,1647473
1000012195,1538455
1000012196,1538455
1000012197,1538455
1000012198,1538455
1000012199,1540091
1000012200,1540091
1000012201,1788447
1000012202,1788447
1000012203,1540092
1000012204,1540092
1000012205,1540093
1000012206,1540093
