KrakenDB,NCBI_Parent
1000143069,10941
1000143070,10941
1000143071,10941
1000143072,10941
1000143073,10941
1000143074,10941
1000143075,10941
1000143076,10941
1000143077,10941
1000143078,10941
1000143079,10941
1000143080,10941
1000143081,10941
1000143082,10941
1000143083,10941
1000143084,10941
1000143085,10941
1000143086,10941
1000143087,10941
1000143088,10941
1000143089,10941
1000143090,10941
1000143091,10941
1000143092,10941
1000143093,10941
1000143094,10941
1000143095,10941
1000143096,10941
1000143097,10941
1000143098,10941
1000143099,10941
1000143100,10941
1000143101,10941
1000143102,10941
1000143103,10941
1000143104,10941
1000143105,10941
1000143106,10941
1000143107,10941
1000143108,10941
1000143109,10941
1000143110,10941
1000143111,10941
1000143112,10941
1000143113,10941
1000143114,10941
1000143115,10941
1000143116,10941
1000143117,10941
1000143118,10941
1000143119,10941
1000143120,10941
1000143121,10941
1000143122,10941
1000143123,10941
1000143124,10941
1000143125,10941
1000143126,10941
1000143127,10941
1000143128,10941
1000143129,10941
1000143130,10941
1000143131,10941
1000143132,10941
1000143133,10941
1000143134,10941
1000143135,10941
1000143136,10941
1000143137,10941
1000143138,10941
1000143139,10941
1000143140,10941
1000143141,10941
1000143142,10941
1000143143,10941
1000143144,10941
1000143145,10941
1000143146,10941
1000143147,10941
1000143148,10941
1000143149,10941
1000143150,10941
1000143151,10941
1000143152,10941
1000143153,10941
1000143154,10941
1000143155,10941
1000143156,10941
1000143157,10941
1000143158,10941
1000143159,10941
1000143160,10941
1000143161,10941
1000143162,10941
1000143163,10941
1000143164,10941
1000143165,10941
1000143166,10941
1000143167,10941
1000143168,10941
1000143169,10941
1000143170,10941
1000143171,10941
1000143172,10941
1000143173,10941
1000143174,10941
1000143175,10941
1000143176,10941
1000143177,10941
1000143178,10941
1000143179,10941
1000143180,10941
1000143181,10941
1000143182,10941
1000143183,10941
1000143184,10941
1000143185,10941
1000143186,10941
1000143187,10941
1000143188,10941
1000143189,10941
1000143190,10941
1000143191,10941
1000143192,10941
1000143193,10941
1000143194,10941
1000143195,10941
1000143196,10941
1000143197,10941
1000143198,10941
1000143199,10941
1000143200,10941
1000143201,10941
1000143202,10941
1000143203,10941
1000143204,10941
1000143205,10941
1000143206,10941
1000143207,10941
1000143208,10941
1000143209,10941
1000143210,10941
1000143211,10941
1000143212,10941
1000143213,10941
1000143214,10941
1000143215,10941
1000143216,10941
1000143217,10941
1000143218,10941
1000143219,10941
1000143220,10941
1000143221,10941
1000143222,10941
1000143223,10941
1000143224,10941
1000143225,10941
1000143226,10941
1000143227,10941
1000143228,10941
1000143229,10941
1000143230,10941
1000143231,10941
1000143232,10941
1000143233,10941
1000143234,10941
1000143235,10941
1000143236,10941
1000143237,10941
1000143238,10941
1000143239,10941
1000143240,10941
1000143241,10941
1000143242,10941
1000143243,10941
1000143244,10941
1000143245,10941
1000143246,10941
1000143247,10941
1000143248,10941
1000143249,10941
1000143250,10941
1000143251,10941
1000143252,10941
1000143253,10941
1000143254,10941
1000143255,10941
1000143256,10941
1000143257,10941
1000143258,10941
1000143259,10941
1000143260,10941
1000143261,10941
1000143262,10941
1000143263,10941
1000143264,10941
1000143265,10941
1000143266,10941
1000143267,10941
1000143268,10941
1000143269,10941
1000143270,10941
1000143271,10941
1000143272,10941
1000143273,10941
1000143274,10941
1000143275,10941
1000143276,10941
1000143277,10941
1000143278,10941
1000143279,10941
1000143280,10941
1000143281,10941
1000143282,10941
1000143283,10941
1000143284,10941
1000143285,10941
1000143286,10941
1000143287,10941
1000143288,10941
1000143289,10941
1000143290,10941
1000143291,10941
1000143292,10941
1000143293,10941
1000143294,10941
1000143295,10941
1000143296,10941
1000143297,10941
1000143298,10941
1000143299,10941
1000143300,10941
1000143301,10941
1000143302,10941
1000143303,10941
1000143304,10941
1000143305,10941
1000143306,10941
1000143307,10941
1000143308,10941
1000143309,10941
1000143310,10941
1000143311,10941
1000143312,10941
1000143313,10941
1000143314,10941
1000143315,10941
1000143316,10941
1000143317,10941
1000143318,10941
1000143319,10941
1000143320,10941
1000143321,10941
1000143322,10941
1000143323,10941
1000143324,10941
1000143325,10941
1000143326,10941
1000143327,10941
1000143328,10941
1000143329,10941
1000143330,10941
1000143331,10941
1000143332,10941
1000143333,10941
1000143334,10941
1000143335,10941
1000143336,10941
1000143337,10941
1000143338,10941
1000143339,10941
1000143340,10941
1000143341,10941
1000143342,10941
1000143343,10941
1000143344,10941
1000143345,10941
1000143346,10941
1000143347,10941
1000143348,10941
1000143349,10941
1000143350,10941
1000143351,10941
1000143352,10941
1000143353,10941
1000143354,10941
1000143355,10941
1000143356,10941
1000143357,10941
1000143358,10941
1000143359,10941
1000143360,10941
1000143361,10941
1000143362,10941
1000143363,10941
1000143364,10941
1000143365,10941
1000143366,10941
1000143367,10941
1000143368,10941
1000143369,10941
1000143370,10941
1000143371,10941
1000143372,10941
1000143373,10941
1000143374,10941
1000143375,10941
1000143376,10941
1000143377,10941
1000143378,10941
1000143379,10941
1000143380,10941
1000143381,10941
1000143382,10941
1000143383,10941
1000143384,10941
1000143385,10941
1000143386,10941
1000143387,10941
1000143388,10941
1000143389,10941
1000143390,10941
1000143391,10941
1000143392,10941
1000143393,10941
1000143394,10941
1000143395,10941
1000143396,10941
1000143397,10941
1000143398,10941
1000143399,10941
1000143400,10941
1000143401,10941
1000143402,10941
1000143403,10941
1000143404,10941
1000143405,10941
1000143406,10941
1000143407,10941
1000143408,10941
1000143409,10941
1000143410,10941
1000143411,10941
1000143412,10941
1000143413,10941
1000143414,10941
1000143415,10941
1000143416,10941
1000143417,10941
1000143418,10941
1000143419,10941
1000143420,10941
1000143421,10941
1000143422,10941
1000143423,10941
1000143424,10941
1000143425,10941
1000143426,10941
1000143427,10941
1000143428,10941
1000143429,10941
1000143430,10941
1000143431,10941
1000143432,10941
1000143433,10941
1000143434,10941
1000143435,10941
1000143436,10941
1000143437,10941
1000143438,10941
1000143439,10941
1000143440,10941
1000143441,10941
1000143442,10941
1000143443,10941
1000143444,10941
1000143445,10941
1000143446,10941
1000143447,10941
1000143448,10941
1000143449,10941
1000143450,10941
1000143451,10941
1000143452,10941
1000143453,10941
1000143454,10941
1000143455,10941
1000143456,10941
1000143457,10941
1000143458,10941
1000143459,10941
1000143460,10941
1000143461,10941
1000143462,10941
1000143463,10941
1000143464,10941
1000143465,10941
1000143466,10941
1000143467,10941
1000143468,10941
1000143469,10941
1000143470,10941
1000143471,10941
1000143472,10941
1000143473,10941
1000143474,10941
1000143475,10941
1000143476,10941
1000143477,10941
1000143478,10941
1000143479,10941
1000143480,10941
1000143481,10941
1000143482,10941
1000143483,10941
1000143484,10941
1000143485,10941
1000143486,10941
1000143487,10941
1000143488,10941
1000143489,10941
1000143490,10941
1000143491,10941
1000143492,10941
1000143493,10941
1000143494,10941
1000143495,10941
1000143496,10941
1000143497,10941
1000143498,10941
1000143499,10941
1000143500,10941
1000143501,10941
1000143502,10941
1000143503,10941
1000143504,10941
1000143505,10941
1000143506,10941
1000143507,10941
1000143508,10941
1000143509,10941
1000143510,10941
1000143511,10941
1000143512,10941
1000143513,10941
1000143514,10941
1000143515,10941
1000143516,10941
1000143517,10941
1000143518,10941
1000143519,10941
1000143520,10941
1000143521,10941
1000143522,10941
1000143523,10941
1000143524,10941
1000143525,10941
1000143526,10941
1000143527,10941
1000143528,10941
1000143529,10941
1000143530,10941
1000143531,10941
1000143532,10941
1000143533,10941
1000143534,10941
1000143535,10941
1000143536,10941
1000143537,10941
1000143538,10941
1000143539,10941
1000143540,10941
1000143541,10941
1000143542,10941
1000143543,10941
1000143544,10941
1000143545,10941
1000143546,10941
1000143547,10941
1000143548,10941
1000143549,10941
1000143550,10941
1000143551,10941
1000143552,10941
1000143553,10941
1000143554,10941
1000143555,10941
1000143556,10941
1000143557,10941
1000143558,10941
1000143559,10941
1000143560,10941
1000143561,10941
1000143562,10941
1000143563,10941
1000143564,10941
1000143565,10941
1000143566,10941
1000143567,10941
1000143568,10941
1000143569,10941
1000143570,10941
1000143571,10941
1000143572,10941
1000143573,10941
1000143574,10941
1000143575,10941
1000143576,10941
1000143577,10941
1000143578,10941
1000143579,10941
1000143580,10941
1000143581,10941
1000143582,10941
1000143583,10941
1000143584,10941
1000143585,10941
1000143586,10941
1000143587,10941
1000143588,10941
1000143589,10941
1000143590,10941
1000143591,10941
1000143592,10941
1000143593,10941
1000143594,10941
1000143595,10941
1000143596,10941
1000143597,10941
1000143598,10941
1000143599,10941
1000143600,10941
1000143601,10941
1000143602,10941
1000143603,10941
1000143604,10941
1000143605,10941
1000143606,10941
1000143607,10941
1000143608,10941
1000143609,10941
1000143610,10941
1000143611,10941
1000143612,10941
1000143613,10941
1000143614,10941
1000143615,10941
1000143616,10941
1000143617,10941
1000143618,10941
1000143619,10941
1000143620,10941
1000143621,10941
1000143622,10941
1000143623,10941
1000143624,10941
1000143625,10941
1000143626,10941
1000143627,10941
1000143628,10941
1000143629,10941
1000143630,10941
1000143631,10941
1000143632,10941
1000143633,10941
1000143634,10941
1000143635,10941
1000143636,10941
1000143637,10941
1000143638,10941
1000143639,10941
1000143640,10941
1000143641,10941
1000143642,10941
1000143643,10941
1000143644,10941
1000143645,10941
1000143646,10941
1000143647,10941
1000143648,10941
1000143649,10941
1000143650,10941
1000143651,10941
1000143652,10941
1000143653,10941
1000143654,10941
1000143655,10941
1000143656,10941
1000143657,10941
1000143658,10941
1000143659,10941
1000143660,10941
1000143661,10941
1000143662,10941
1000143663,10941
1000143664,10941
1000143665,10941
1000143666,10941
1000143667,10941
1000143668,10941
1000143669,10941
1000143670,10941
1000143671,10941
1000143672,10941
1000143673,10941
1000143674,10941
1000143675,10941
1000143676,10941
1000143677,10941
1000143678,10941
1000143679,10941
1000143680,10941
1000143681,10941
1000143682,10941
1000143683,10941
1000143684,10941
1000143685,10941
1000143686,10941
1000143687,10941
1000143688,10941
1000143689,10941
1000143690,10941
1000143691,10941
1000143692,10941
1000143693,10941
1000143694,10941
1000143695,10941
1000143696,10941
1000143697,10941
1000143698,10941
1000143699,10941
1000143700,10941
1000143701,10941
1000143702,10941
1000143703,10941
1000143704,10941
1000143705,10941
1000143706,10941
1000143707,10941
1000143708,10941
1000143709,10941
1000143710,10941
1000143711,10941
1000143712,10941
1000143713,10941
1000143714,10941
1000143715,10941
1000143716,10941
1000143717,10941
1000143718,10941
1000143719,10941
1000143720,10941
1000143721,10941
1000143722,10941
1000143723,10941
1000143724,10941
1000143725,10941
1000143726,10941
1000143727,10941
1000143728,10941
1000143729,10941
1000143730,10941
1000143731,10941
1000143732,10941
1000143733,10941
1000143734,10941
1000143735,10941
1000143736,10941
1000143737,10941
1000143738,10941
1000143739,10941
1000143740,10941
1000143741,10941
1000143742,10941
1000143743,10941
1000143744,10941
1000143745,10941
1000143746,10941
1000143747,10941
1000143748,10941
1000143749,10941
1000143750,10941
1000143751,10941
1000143752,10941
1000143753,10941
1000143754,10941
1000143755,10941
1000143756,10941
1000143757,10941
1000143758,10941
1000143759,10941
1000143760,10941
1000143761,10941
1000143762,10941
1000143763,10941
1000143764,10941
1000143765,10941
1000143766,10941
1000143767,10941
1000143768,10941
1000143769,10941
1000143770,10941
1000143771,10941
1000143772,10941
1000143773,10941
1000143774,10941
1000143775,10941
1000143776,10941
1000143777,10941
1000143778,10941
1000143779,10941
1000143780,10941
1000143781,10941
1000143782,10941
1000143783,10941
1000143784,10941
1000143785,10941
1000143786,10941
1000143787,10941
1000143788,10941
1000143789,10941
1000143790,10941
1000143791,10941
1000143792,10941
1000143793,10941
1000143794,10941
1000143795,10941
1000143796,10941
1000143797,10941
1000143798,10941
1000143799,10941
1000143800,10941
1000143801,10941
1000143802,10941
1000143803,10941
1000143804,10941
1000143805,10941
1000143806,10941
1000143807,10941
1000143808,10941
1000143809,10941
1000143810,10941
1000143811,10941
1000143812,10941
1000143813,10941
1000143814,10941
1000143815,10941
1000143816,10941
1000143817,10941
1000143818,10941
1000143819,10941
1000143820,10941
1000143821,10941
1000143822,10941
1000143823,10941
1000143824,10941
1000143825,10941
1000143826,10941
1000143827,10941
1000143828,10941
1000143829,10941
1000143830,10941
1000143831,10941
1000143832,10941
1000143833,10941
1000143834,10941
1000143835,10941
1000143836,10941
1000143837,10941
1000143838,10941
1000143839,10941
1000143840,10941
1000143841,10941
1000143842,10941
1000143843,10941
1000143844,10941
1000143845,10941
1000143846,10941
1000143847,10941
1000143848,10941
1000143849,10941
1000143850,10941
1000143851,10941
1000143852,10941
1000143853,10941
1000143854,10941
1000143855,10941
1000143856,10941
1000143857,10941
1000143858,10941
1000143859,10941
1000143860,10941
1000143861,10941
1000143862,10941
1000143863,10941
1000143864,10941
1000143865,10941
1000143866,10941
1000143867,10941
1000143868,10941
1000143869,10941
1000143870,10941
1000143871,10941
1000143872,10941
1000143873,10941
1000143874,10941
1000143875,10941
1000143876,10941
1000143877,10941
1000143878,10941
1000143879,10941
1000143880,10941
1000143881,10941
1000143882,10941
1000143883,10941
1000143884,10941
1000143885,10941
1000143886,10941
1000143887,10941
1000143888,10941
1000143889,10941
1000143890,10941
1000143891,10941
1000143892,10941
1000143893,10941
1000143894,10941
1000143895,10941
1000143896,10941
1000143897,10941
1000143898,10941
1000143899,10941
1000143900,10941
1000143901,10941
1000143902,10941
1000143903,10941
1000143904,10941
1000143905,10941
1000143906,10941
1000143907,10941
1000143908,10941
1000143909,10941
1000143910,10941
1000143911,10941
1000143912,10941
1000143913,10941
1000143914,10941
1000143915,10941
1000143916,10941
1000143917,10941
1000143918,10941
1000143919,10941
1000143920,10941
1000143921,10941
1000143922,10941
1000143923,10941
1000143924,10941
1000143925,10941
1000143926,10941
1000143927,10941
1000143928,10941
1000143929,10941
1000143930,10941
1000143931,10941
1000143932,10941
1000143933,10941
1000143934,10941
1000143935,10941
1000143936,10941
1000143937,10941
1000143938,10941
1000143939,10941
1000143940,10941
1000143941,10941
1000143942,10941
1000143943,10941
1000143944,10941
1000143945,10941
1000143946,10941
1000143947,10941
1000143948,10941
1000143949,10941
1000143950,10941
1000143951,10941
1000143952,10941
1000143953,10941
1000143954,10941
1000143955,10941
1000143956,10941
1000143957,10941
1000143958,10941
1000143959,10941
1000143960,10941
1000143961,10941
1000143962,10941
1000143963,10941
1000143964,10941
1000143965,10941
1000143966,10941
1000143967,10941
1000143968,10941
1000143969,10941
1000143970,10941
1000143971,10941
1000143972,10941
1000143973,10941
1000143974,10941
1000143975,10941
1000143976,10941
1000143977,10941
1000143978,10941
1000143979,10941
1000143980,10941
1000143981,10941
1000143982,10941
1000143983,10941
1000143984,10941
1000143985,10941
1000143986,10941
1000143987,10941
1000143988,10941
1000143989,10941
1000143990,10941
1000143991,10941
1000143992,10941
1000143993,10941
1000143994,10941
1000143995,10941
1000143996,10941
1000143997,10941
1000143998,10941
1000143999,10941
1000144000,10941
1000144001,10941
1000144002,10941
1000144003,10941
1000144004,10941
1000144005,10941
1000144006,10941
1000144007,10941
1000144008,10941
1000144009,10941
1000144010,10941
1000144011,10941
1000144012,10941
1000144013,10941
1000144014,10941
1000144015,10941
1000144016,10941
1000144017,10941
1000144018,10941
1000144019,10941
1000144020,10941
1000144021,10941
1000144022,10941
1000144023,10941
1000144024,10941
1000144025,10941
1000144026,10941
1000144027,10941
1000144028,10941
1000144029,10941
1000144030,10941
1000144031,10941
1000144032,10941
1000144033,10941
1000144034,10941
1000144035,10941
1000144036,10941
1000144037,10941
1000144038,10941
1000144039,10941
1000144040,10941
1000144041,10941
1000144042,10941
1000144043,10941
1000144044,10941
1000144045,10941
1000144046,10941
1000144047,10941
1000144048,10941
1000144049,10941
1000144050,10941
1000144051,10941
1000144052,10941
1000144053,10941
1000144054,10941
1000144055,10941
1000144056,10941
1000144057,10941
1000144058,10941
1000144059,10941
1000144060,10941
1000144061,10941
1000144062,10941
1000144063,10941
1000144064,10941
1000144065,10941
1000144066,10941
1000144067,10941
1000144068,10941
1000144069,10941
1000144070,10941
1000144071,10941
1000144072,10941
1000144073,10941
1000144074,10941
1000144075,10941
1000144076,10941
1000144077,10941
1000144078,10941
1000144079,10941
1000144080,10941
1000144081,10941
1000144082,10941
1000144083,10941
1000144084,10941
1000144085,10941
1000144086,10941
1000144087,10941
1000144088,10941
1000144089,10941
1000144090,10941
1000144091,10941
1000144092,10941
1000144093,10941
1000144094,10941
1000144095,10941
1000144096,10941
1000144097,10941
1000144098,10941
1000144099,10941
1000144100,10941
1000144101,10941
1000144102,10941
1000144103,10941
1000144104,10941
1000144105,10941
1000144106,10941
1000144107,10941
1000144108,10941
1000144109,10941
1000144110,10941
1000144111,10941
1000144112,10941
1000144113,10941
1000144114,10941
1000144115,10941
1000144116,10941
1000144117,10941
1000144118,10941
1000144119,10941
1000144120,10941
1000144121,10941
1000144122,10941
1000144123,10941
1000144124,10941
1000144125,10941
1000144126,10941
1000144127,10941
1000144128,10941
1000144129,10941
1000144130,10941
1000144131,10941
1000144132,10941
1000144133,10941
1000144134,10941
1000144135,10941
1000144136,10941
1000144137,10941
1000144138,10941
1000144139,10941
1000144140,10941
1000144141,10941
1000144142,10941
1000144143,10941
1000144144,10941
1000144145,10941
1000144146,10941
1000144147,10941
1000144148,10941
1000144149,10941
1000144150,10941
1000144151,10941
1000144152,10941
1000144153,10941
1000144154,10941
1000144155,10941
1000144156,10941
1000144157,10941
1000144158,10941
1000144159,10941
1000144160,10941
1000144161,10941
1000144162,10941
1000144163,10941
1000144164,10941
1000144165,10941
1000144166,10941
1000144167,10941
1000144168,10941
1000144169,10941
1000144170,10941
1000144171,10941
1000144172,10941
1000144173,10941
1000144174,10941
1000144175,10941
1000144176,10941
1000144177,10941
1000144178,10941
1000144179,10941
1000144180,10941
1000144181,10941
1000144182,10941
1000144183,10941
1000144184,10941
1000144185,10941
1000144186,10941
1000144187,10941
1000144188,10941
1000144189,10941
1000144190,10941
1000144191,10941
1000144192,10941
1000144193,10941
1000144194,10941
1000144195,10941
1000144196,10941
1000144197,10941
1000144198,10941
1000144199,10941
1000144200,10941
1000144201,10941
1000144202,10941
1000144203,10941
1000144204,10941
1000144205,10941
1000144206,10941
1000144207,10941
1000144208,10941
1000144209,10941
1000144210,10941
1000144211,10941
1000144212,10941
1000144213,10941
1000144214,10941
1000144215,10941
1000144216,10941
1000144217,10941
1000144218,10941
1000144219,10941
1000144220,10941
1000144221,10941
1000144222,10941
1000144223,10941
1000144224,10941
1000144225,10941
1000144226,10941
1000144227,10941
1000144228,10941
1000144229,10941
1000144230,10941
1000144231,10941
1000144232,10941
1000144233,10941
1000144234,10941
1000144235,10941
1000144236,10941
1000144237,10941
1000144238,10941
1000144239,10941
1000144240,10941
1000144241,10941
1000144242,10941
1000144243,10941
1000144244,10941
1000144245,10941
1000144246,10941
1000144247,10941
1000144248,10941
1000144249,10941
1000144250,10941
1000144251,10941
1000144252,10941
1000144253,10941
1000144254,10941
1000144255,10941
1000144256,10941
1000144257,10941
1000144258,10941
1000144259,10941
1000144260,10941
1000144261,10941
1000144262,10941
1000144263,10941
1000144264,10941
1000144265,10941
1000144266,10941
1000144267,10941
1000144268,10941
1000144269,10941
1000144270,10941
1000144271,10941
1000144272,10941
1000144273,10941
1000144274,10941
1000144275,10941
1000144276,10941
1000144277,10941
1000144278,10941
1000144279,10941
1000144280,10941
1000144281,10941
1000144282,10941
1000144283,10941
1000144284,10941
1000144285,10941
1000144286,10941
1000144287,10941
1000144288,10941
1000144289,10941
1000144290,10941
1000144291,10941
1000144292,10941
1000144293,10941
1000144294,10941
1000144295,10941
1000144296,10941
1000144297,10941
1000144298,10941
1000144299,10941
1000144300,10941
1000144301,10941
1000144302,10941
1000144303,10941
1000144304,10941
1000144305,10941
1000144306,10941
1000144307,10941
1000144308,10941
1000144309,10941
1000144310,10941
1000144311,10941
1000144312,10941
1000144313,10941
1000144314,10941
1000144315,10941
1000144316,10941
1000144317,10941
1000144318,10941
1000144319,10941
1000144320,10941
1000144321,10941
1000144322,10941
1000144323,10941
1000144324,10941
1000144325,10941
1000144326,10941
1000144327,10941
1000144328,10941
1000144329,10941
1000144330,10941
1000144331,10941
1000144332,10941
1000144333,10941
1000144334,10941
1000144335,10941
1000144336,10941
1000144337,10941
1000144338,10941
1000144339,10941
1000144340,10941
1000144341,10941
1000144342,10941
1000144343,10941
1000144344,10941
1000144345,10941
1000144346,10941
1000144347,10941
1000144348,10941
1000144349,10941
1000144350,10941
1000144351,10941
1000144352,10941
1000144353,10941
1000144354,10941
1000144355,10941
1000144356,10941
1000144357,10941
1000144358,10941
1000144359,10941
1000144360,10941
1000144361,10941
1000144362,10941
1000144363,10941
1000144364,10941
1000144365,10941
1000144366,10941
1000144367,10941
1000144368,10941
1000144369,10941
1000144370,10941
1000144371,10941
1000144372,10941
1000144373,10941
1000144374,10941
1000144375,10941
1000144376,10941
1000144377,10941
1000144378,10941
1000144379,10941
1000144380,10941
1000144381,10941
1000144382,10941
1000144383,10941
1000144384,10941
1000144385,10941
1000144386,10941
1000144387,10941
1000144388,10941
1000144389,10941
1000144390,10941
1000144391,10941
1000144392,10941
1000144393,10941
1000144394,10941
1000144395,10941
1000144396,10941
1000144397,10941
1000144398,10941
1000144399,10941
1000144400,10941
1000144401,10941
1000144402,10941
1000144403,10941
1000144404,10941
1000144405,10941
1000144406,10941
1000144407,10941
1000144408,10941
1000144409,10941
1000144410,10941
1000144411,10941
1000144412,10941
1000144413,10941
1000144414,10941
1000144415,10941
1000144416,10941
1000144417,10941
1000144418,10941
1000144419,10941
1000144420,10941
1000144421,10941
1000144422,10941
1000144423,10941
1000144424,10941
1000144425,10941
1000144426,10941
1000144427,10941
1000144428,10941
1000144429,10941
1000144430,10941
1000144431,10941
1000144432,10941
1000144433,10941
1000144434,10941
1000144435,10941
1000144436,10941
1000144437,10941
1000144438,10941
1000144439,10941
1000144440,10941
1000144441,10941
1000144442,10941
1000144443,10941
1000144444,10941
1000144445,10941
1000144446,10941
1000144447,10941
1000144448,10941
1000144449,10941
1000144450,10941
1000144451,10941
1000144452,10941
1000144453,10941
1000144454,10941
1000144455,10941
1000144456,10941
1000144457,10941
1000144458,10941
1000144459,10941
1000144460,10941
1000144461,10941
1000144462,10941
1000144463,10941
1000144464,10941
1000144465,10941
1000144466,10941
1000144467,10941
1000144468,10941
1000144469,10941
1000144470,10941
1000144471,10941
1000144472,10941
1000144473,10941
1000144474,10941
1000144475,10941
1000144476,10941
1000144477,10941
1000144478,10941
1000144479,10941
1000144480,10941
1000144481,10941
1000144482,10941
1000144483,10941
1000144484,10941
1000144485,10941
1000144486,10941
1000144487,10941
1000144488,10941
1000144489,10941
1000144490,10941
1000144491,10941
1000144492,10941
1000144493,10941
1000144494,10941
1000144495,10941
1000144496,10941
1000144497,10941
1000144498,10941
1000144499,10941
1000144500,10941
1000144501,10941
1000144502,10941
1000144503,10941
1000144504,10941
1000144505,10941
1000144506,10941
1000144507,10941
1000144508,10941
1000144509,10941
1000144510,10941
1000144511,10941
1000144512,10941
1000144513,10941
1000144514,10941
1000144515,10941
1000144516,10941
1000144517,10941
1000144518,10941
1000144519,10941
1000144520,10941
1000144521,10941
1000144522,10941
1000144523,10941
1000144524,10941
1000144525,10941
1000144526,10941
1000144527,10941
1000144528,10941
1000144529,10941
1000144530,10941
1000144531,10941
1000144532,10941
1000144533,10941
1000144534,10941
1000144535,10941
1000144536,10941
1000144537,10941
1000144538,10941
1000144539,10941
1000144540,10941
1000144541,10941
1000144542,10941
1000144543,10941
1000144544,10941
1000144545,10941
1000144546,10941
1000144547,10941
1000144548,10941
1000144549,10941
1000144550,10941
1000144551,10941
1000144552,10941
1000144553,10941
1000144554,10941
1000144555,10941
1000144556,10941
1000144557,10941
1000144558,10941
1000144559,10941
1000144560,10941
1000144561,10941
1000144562,10941
1000144563,10941
1000144564,10941
1000144565,10941
1000144566,10941
1000144567,10941
1000144568,10941
1000144569,10941
1000144570,10941
1000144571,10941
1000144572,10941
1000144573,10941
1000144574,10941
1000144575,10941
1000144576,10941
1000144577,10941
1000144578,10941
1000144579,10941
1000144580,10941
1000144581,10941
1000144582,10941
1000144583,10941
1000144584,10941
1000144585,10941
1000144586,10941
1000144587,10941
1000144588,10941
1000144589,10941
1000144590,10941
1000144591,10941
1000144592,10941
1000144593,10941
1000144594,10941
1000144595,10941
1000144596,10941
1000144597,10941
1000144598,10941
1000144599,10941
1000144600,10941
1000144601,10941
1000144602,10941
1000144603,10941
1000144604,10941
1000144605,10941
1000144606,10941
1000144607,10941
1000144608,10941
1000144609,10941
1000144610,10941
1000144611,10941
1000144612,10941
1000144613,10941
1000144614,10941
1000144615,10941
1000144616,10941
1000144617,10941
1000144618,10941
1000144619,10941
1000144620,10941
1000144621,10941
1000144622,10941
1000144623,10941
1000144624,10941
1000144625,10941
1000144626,10941
1000144627,10941
1000144628,10941
1000144629,10941
1000144630,10941
1000144631,10941
1000144632,10941
1000144633,10941
1000144634,10941
1000144635,10941
1000144636,10941
1000144637,10941
1000144638,10941
1000144639,10941
1000144640,10941
1000144641,10941
1000144642,10941
1000144643,10941
1000144644,10941
1000144645,10941
1000144646,10941
1000144647,10941
1000144648,10941
1000144649,10941
1000144650,10941
1000144651,10941
1000144652,10941
1000144653,10941
1000144654,10941
1000144655,10941
1000144656,10941
1000144657,10941
1000144658,10941
1000144659,10941
1000144660,10941
1000144661,10941
1000144662,10941
1000144663,10941
1000144664,10941
1000144665,10941
1000144666,10941
1000144667,10941
1000144668,10941
1000144669,10941
1000144670,10941
1000144671,10941
1000144672,10941
1000144673,10941
1000144674,10941
1000144675,10941
1000144676,10941
1000144677,10941
1000144678,10941
1000144679,10941
1000144680,10941
1000144681,10941
1000144682,10941
1000144683,10941
1000144684,10941
1000144685,10941
1000144686,10941
1000144687,10941
1000144688,10941
1000144689,10941
1000144690,10941
1000144691,10941
1000144692,10941
1000144693,10941
1000144694,10941
1000144695,10941
1000144696,10941
1000144697,10941
1000144698,10941
1000144699,10941
1000144700,10941
1000144701,10941
1000144702,10941
1000144703,10941
1000144704,10941
1000144705,10941
1000144706,10941
1000144707,10941
1000144708,10941
1000144709,10941
1000144710,10941
1000144711,10941
1000144712,10941
1000144713,10941
1000144714,10941
1000144715,10941
1000144716,10941
1000144717,10941
1000144718,10941
1000144719,10941
1000144720,10941
1000144721,10941
1000144722,10941
1000144723,10941
1000144724,10941
1000144725,10941
1000144726,10941
1000144727,10941
1000144728,10941
1000144729,10941
1000144730,10941
1000144731,10941
1000144732,10941
1000144733,10941
1000144734,10941
1000144735,10941
1000144736,10941
1000144737,10941
1000144738,10941
1000144739,10941
1000144740,10941
1000144741,10941
1000144742,10941
1000144743,10941
1000144744,10941
1000144745,10941
1000144746,10941
1000144747,10941
1000144748,10941
1000144749,10941
1000144750,10941
1000144751,10941
1000144752,10941
1000144753,10941
1000144754,10941
1000144755,10941
1000144756,10941
1000144757,10941
1000144758,10941
1000144759,10941
1000144760,10941
1000144761,10941
1000144762,10941
1000144763,10941
1000144764,10941
1000144765,10941
1000144766,10941
1000144767,10941
1000144768,10941
1000144769,10941
1000144770,10941
1000144771,10941
1000144772,10941
1000144773,10941
1000144774,10941
1000144775,10941
1000144776,10941
1000144777,10941
1000144778,10941
1000144779,10941
1000144780,10941
1000144781,10941
1000144782,10941
1000144783,10941
1000144784,10941
1000144785,10941
1000144786,10941
1000144787,10941
1000144788,10941
1000144789,10941
1000144790,10941
1000144791,10941
1000144792,10941
1000144793,10941
1000144794,10941
1000144795,10941
1000144796,10941
1000144797,10941
1000144798,10941
1000144799,10941
1000144800,10941
1000144801,10941
1000144802,10941
1000144803,10941
1000144804,10941
1000144805,10941
1000144806,10941
1000144807,10941
1000144808,10941
1000144809,10941
1000144810,10941
1000144811,10941
1000144812,10941
1000144813,10941
1000144814,10941
1000144815,10941
1000144816,10941
